# FinGuard Sample Transactions CSV
# Format: timestamp, transactionId, accountId, type, amount, location, deviceId
1772171745, FRD001_HV1, FRD001, DEBIT, 56000, Mumbai, DEV10
1772172888, TXN003053, ACC601, CREDIT, 11697.31, Bangalore, DEV10
1772174790, TXN003054, ACC502, CREDIT, 10080.42, Lucknow, DEV25
1772172594, TXN003055, ACC604, DEBIT, 8765.28, Ahmedabad, DEV25
1772173977, TXN003056, ACC503, CREDIT, 29230.57, Kolkata, DEV11
1772175183, TXN003057, ACC501, DEBIT, 10646.07, Lucknow, DEV24
1772175103, TXN003058, ACC605, CREDIT, 27761.98, Hyderabad, DEV23
1772173661, TXN003059, ACC601, DEBIT, 11390.39, Hyderabad, DEV21
1772173630, TXN003060, ACC505, DEBIT, 528.25, Pune, DEV21
1772172862, TXN003061, ACC601, CREDIT, 4729.85, Delhi, DEV24
1772175123, TXN003062, ACC502, DEBIT, 16228.83, Jaipur, DEV12
1772173237, TXN003063, ACC501, DEBIT, 26865.13, Ahmedabad, DEV21
1772174817, TXN003064, ACC505, DEBIT, 19375.98, Lucknow, DEV24
1772174724, TXN003065, ACC501, CREDIT, 9174.65, Delhi, DEV11
1772172920, TXN003066, ACC505, CREDIT, 22809.25, Ahmedabad, DEV25
1772172512, TXN003067, ACC502, CREDIT, 20871.58, Chennai, DEV12
1772171828, TXN003068, ACC503, DEBIT, 4899.59, Hyderabad, DEV24
1772173711, TXN003069, ACC605, CREDIT, 26854.08, Hyderabad, DEV23
1772171822, TXN003070, ACC505, CREDIT, 17216.09, Delhi, DEV14
1772171777, TXN003071, ACC604, CREDIT, 20677.67, Kolkata, DEV21
1772174567, TXN003072, ACC601, DEBIT, 26259.02, Hyderabad, DEV10
1772173651, TXN003073, ACC601, CREDIT, 4037.89, Pune, DEV12
1772172258, TXN003074, ACC605, CREDIT, 20435.85, Lucknow, DEV25
1772174755, TXN003075, ACC602, CREDIT, 1684.27, Ahmedabad, DEV24
1772173646, TXN003076, ACC603, DEBIT, 1000.13, Delhi, DEV23
1772172154, TXN003077, ACC505, DEBIT, 18523.9, Chennai, DEV23
1772174097, TXN003078, ACC601, DEBIT, 3548.94, Pune, DEV21
1772172439, TXN003079, ACC603, DEBIT, 758.17, Ahmedabad, DEV10
1772173695, TXN003080, ACC501, CREDIT, 10073.56, Bangalore, DEV24
1772175008, TXN003081, ACC605, DEBIT, 17945.18, Pune, DEV14
1772174096, TXN003082, ACC603, DEBIT, 10000.04, Chennai, DEV22
1772174530, TXN003083, ACC504, DEBIT, 2529.38, Jaipur, DEV13
1772171838, TXN003084, ACC503, CREDIT, 3977.85, Hyderabad, DEV22
1772172873, TXN003085, ACC505, DEBIT, 6288.96, Hyderabad, DEV11
1772174554, TXN003086, ACC503, CREDIT, 4029.73, Ahmedabad, DEV10
1772175185, TXN003087, ACC503, CREDIT, 12061.42, Mumbai, DEV10
1772174496, TXN003088, ACC601, DEBIT, 28261.94, Pune, DEV13
1772172176, TXN003089, ACC502, CREDIT, 13069.09, Ahmedabad, DEV11
1772174779, TXN003090, ACC503, DEBIT, 949.97, Chennai, DEV21
1772172081, TXN003091, ACC601, CREDIT, 26738.57, Kolkata, DEV11
1772173638, TXN003092, ACC603, DEBIT, 1481.78, Kolkata, DEV23
1772171799, TXN003093, ACC501, CREDIT, 1851.1, Hyderabad, DEV10
1772173392, TXN003094, ACC605, DEBIT, 1209.81, Bangalore, DEV21
1772173102, TXN003095, ACC602, DEBIT, 17489.55, Hyderabad, DEV13
1772174407, TXN003096, ACC505, CREDIT, 12066.11, Delhi, DEV10
1772174529, TXN003097, ACC602, CREDIT, 14778.15, Ahmedabad, DEV23
1772173113, TXN003098, ACC504, DEBIT, 24705.1, Ahmedabad, DEV23
1772171723, TXN003099, ACC604, DEBIT, 4598.42, Hyderabad, DEV13
1772174567, TXN003100, ACC601, CREDIT, 5802.91, Hyderabad, DEV21
1772173230, TXN003101, ACC503, CREDIT, 28477.55, Pune, DEV25
1772174800, TXN003102, ACC501, DEBIT, 5913.75, Delhi, DEV10
1772172770, TXN003103, ACC603, DEBIT, 19371.86, Delhi, DEV23
1772172576, TXN003104, ACC602, DEBIT, 10415.83, Kolkata, DEV22
1772172105, TXN003105, ACC505, DEBIT, 10506.58, Hyderabad, DEV10
1772174920, TXN003106, ACC503, DEBIT, 19392.69, Lucknow, DEV21
1772174571, TXN003107, ACC505, CREDIT, 2785.19, Hyderabad, DEV24
1772174184, TXN003108, ACC501, CREDIT, 9447.2, Kolkata, DEV12
1772171714, TXN003109, ACC501, DEBIT, 2708.01, Hyderabad, DEV24
1772173882, TXN003110, ACC604, CREDIT, 16260.3, Jaipur, DEV13
1772173375, TXN003111, ACC604, DEBIT, 1471.4, Jaipur, DEV23
1772172475, TXN003112, ACC603, CREDIT, 20951.49, Hyderabad, DEV14
1772172420, TXN003113, ACC505, CREDIT, 10210.15, Ahmedabad, DEV14
1772174521, TXN003114, ACC604, DEBIT, 4246.63, Hyderabad, DEV11
1772174844, TXN003115, ACC501, CREDIT, 15934.23, Lucknow, DEV24
1772174369, TXN003116, ACC505, DEBIT, 1496.33, Pune, DEV24
1772172564, TXN003117, ACC605, DEBIT, 7925.19, Jaipur, DEV21
1772174881, TXN003118, ACC601, CREDIT, 27096.75, Delhi, DEV23
1772172787, TXN003119, ACC502, CREDIT, 29436.02, Jaipur, DEV21
1772171898, TXN003120, ACC504, CREDIT, 2001.98, Jaipur, DEV22
1772172032, TXN003121, ACC504, CREDIT, 13854.29, Jaipur, DEV24
1772171869, TXN003122, ACC504, DEBIT, 30393.87, Mumbai, DEV23
1772173192, TXN003123, ACC503, DEBIT, 14901.89, Jaipur, DEV12
1772175133, TXN003124, ACC502, CREDIT, 24604.02, Hyderabad, DEV10
1772173943, TXN003125, ACC503, CREDIT, 1579.66, Lucknow, DEV22
1772172331, TXN003126, ACC601, DEBIT, 21017.44, Mumbai, DEV24
1772173227, TXN003127, ACC501, CREDIT, 9970.85, Ahmedabad, DEV23
1772174618, TXN003128, ACC601, DEBIT, 7853.9, Lucknow, DEV24
1772172134, TXN003129, ACC604, CREDIT, 23454.11, Mumbai, DEV13
1772173921, TXN003130, ACC501, DEBIT, 16548.88, Ahmedabad, DEV10
1772173489, TXN003131, ACC505, CREDIT, 20779.35, Hyderabad, DEV10
1772175075, TXN003132, ACC601, CREDIT, 8049.29, Jaipur, DEV11
1772174142, TXN003133, ACC503, DEBIT, 29788.26, Hyderabad, DEV11
1772174882, TXN003134, ACC603, CREDIT, 29507.16, Mumbai, DEV22
1772175165, TXN003135, ACC604, DEBIT, 10519.28, Jaipur, DEV12
1772174893, TXN003136, ACC505, DEBIT, 9633.31, Ahmedabad, DEV12
1772174601, TXN003137, ACC603, CREDIT, 16854.38, Mumbai, DEV12
1772172910, TXN003138, ACC605, CREDIT, 14909.72, Mumbai, DEV24
1772172921, TXN003139, ACC601, DEBIT, 15477.77, Jaipur, DEV24
1772173306, TXN003140, ACC604, DEBIT, 21964.43, Jaipur, DEV21
1772174734, TXN003141, ACC602, DEBIT, 10840.81, Chennai, DEV21
1772173437, TXN003142, ACC505, DEBIT, 13177.63, Mumbai, DEV11
1772174989, TXN003143, ACC602, DEBIT, 16675.49, Jaipur, DEV21
1772174837, TXN003144, ACC502, CREDIT, 21272.43, Delhi, DEV13
1772173414, TXN003145, ACC501, CREDIT, 12058.1, Chennai, DEV12
1772173192, TXN003146, ACC503, DEBIT, 8420.07, Ahmedabad, DEV13
1772172311, TXN003147, ACC603, DEBIT, 7645.33, Ahmedabad, DEV23
1772173210, TXN003148, ACC503, CREDIT, 13868.47, Bangalore, DEV14
1772174099, TXN003149, ACC605, CREDIT, 27108, Hyderabad, DEV13
1772173697, TXN003150, ACC601, DEBIT, 5194.87, Ahmedabad, DEV22
1772171751, TXN003151, ACC503, CREDIT, 30466.81, Pune, DEV22
1772174101, TXN003152, ACC601, DEBIT, 17186.12, Bangalore, DEV21
1772174541, TXN003153, ACC502, CREDIT, 21112.5, Jaipur, DEV25
1772173290, TXN003154, ACC501, CREDIT, 26546.78, Bangalore, DEV24
1772174925, TXN003155, ACC501, CREDIT, 26337.41, Pune, DEV24
1772173545, TXN003156, ACC601, CREDIT, 2793.47, Ahmedabad, DEV21
1772173806, TXN003157, ACC603, CREDIT, 9218.38, Kolkata, DEV12
1772172217, TXN003158, ACC502, CREDIT, 15537.9, Kolkata, DEV25
1772171783, TXN003159, ACC602, DEBIT, 741.33, Pune, DEV10
1772175064, TXN003160, ACC502, CREDIT, 18291.91, Pune, DEV23
1772172944, TXN003161, ACC604, DEBIT, 25626.17, Jaipur, DEV14
1772174695, TXN003162, ACC503, DEBIT, 4679.75, Hyderabad, DEV23
1772172110, TXN003163, ACC503, CREDIT, 14165.25, Chennai, DEV25
1772172698, TXN003164, ACC605, CREDIT, 3798.62, Kolkata, DEV11
1772172573, TXN003165, ACC505, CREDIT, 17235.68, Bangalore, DEV23
1772173156, TXN003166, ACC604, CREDIT, 28089.03, Mumbai, DEV25
1772173335, TXN003167, ACC603, DEBIT, 9964.76, Mumbai, DEV23
1772171899, TXN003168, ACC503, CREDIT, 541.4, Chennai, DEV14
1772174122, TXN003169, ACC501, DEBIT, 23505.36, Hyderabad, DEV12
1772171801, TXN003170, ACC503, DEBIT, 17236.22, Mumbai, DEV23
1772173608, TXN003171, ACC502, DEBIT, 15117.37, Kolkata, DEV24
1772172104, TXN003172, ACC502, DEBIT, 30155.77, Chennai, DEV14
1772172965, TXN003173, ACC601, DEBIT, 17292.93, Lucknow, DEV12
1772174409, TXN003174, ACC603, DEBIT, 18678.07, Kolkata, DEV12
1772172088, TXN003175, ACC503, CREDIT, 20393.45, Chennai, DEV12
1772174955, TXN003176, ACC603, DEBIT, 28573.38, Kolkata, DEV21
1772174278, TXN003177, ACC502, DEBIT, 23497.16, Lucknow, DEV24
1772174059, TXN003178, ACC503, CREDIT, 28512.96, Kolkata, DEV14
1772174735, TXN003179, ACC604, CREDIT, 12053.07, Delhi, DEV14
1772171691, TXN003180, ACC503, CREDIT, 4853.71, Delhi, DEV25
1772172176, TXN003181, ACC604, DEBIT, 21493.07, Bangalore, DEV22
1772173217, TXN003182, ACC604, CREDIT, 26904.53, Chennai, DEV25
1772174020, TXN003183, ACC605, CREDIT, 22594.9, Hyderabad, DEV23
1772171764, TXN003184, ACC602, DEBIT, 4204.81, Chennai, DEV14
1772173516, TXN003185, ACC505, CREDIT, 28996.43, Jaipur, DEV11
1772174585, TXN003186, ACC603, CREDIT, 14449.14, Hyderabad, DEV23
1772173580, TXN003187, ACC605, DEBIT, 799.75, Ahmedabad, DEV24
1772173755, TXN003188, ACC604, CREDIT, 1757.75, Bangalore, DEV12
1772175036, TXN003189, ACC503, CREDIT, 3027.14, Pune, DEV13
1772174436, TXN003190, ACC603, DEBIT, 896.86, Hyderabad, DEV11
1772174882, TXN003191, ACC503, DEBIT, 23328.35, Chennai, DEV14
1772173252, TXN003192, ACC604, DEBIT, 19364.33, Delhi, DEV25
1772175043, TXN003193, ACC502, CREDIT, 15873.55, Pune, DEV13
1772174637, TXN003194, ACC503, DEBIT, 9351.52, Pune, DEV23
1772172833, TXN003195, ACC505, CREDIT, 29812.47, Ahmedabad, DEV13
1772175183, TXN003196, ACC505, CREDIT, 23027.12, Jaipur, DEV23
1772174188, TXN003197, ACC502, CREDIT, 27103.76, Ahmedabad, DEV21
1772174707, TXN003198, ACC605, DEBIT, 24392.86, Lucknow, DEV25
1772173197, TXN003199, ACC505, DEBIT, 27580.28, Lucknow, DEV25
1772172829, TXN003200, ACC502, DEBIT, 22504.64, Mumbai, DEV10
1772175126, TXN003201, ACC501, DEBIT, 25100.99, Lucknow, DEV12
1772174482, TXN003202, ACC502, CREDIT, 19771.45, Delhi, DEV25
1772174515, TXN003203, ACC503, CREDIT, 8673.41, Hyderabad, DEV24
1772172781, TXN003204, ACC504, CREDIT, 17765.38, Lucknow, DEV10
1772171894, TXN003205, ACC501, DEBIT, 25844.27, Delhi, DEV25
1772174237, TXN003206, ACC602, CREDIT, 22422.92, Delhi, DEV25
1772175156, TXN003207, ACC602, DEBIT, 9073.16, Lucknow, DEV11
1772173893, TXN003208, ACC601, DEBIT, 30067.42, Ahmedabad, DEV12
1772173362, TXN003209, ACC601, CREDIT, 22691.78, Bangalore, DEV23
1772174354, TXN003210, ACC605, DEBIT, 30298.97, Delhi, DEV13
1772174079, TXN003211, ACC604, DEBIT, 29507.68, Ahmedabad, DEV13
1772173572, TXN003212, ACC604, CREDIT, 8990.28, Ahmedabad, DEV22
1772172790, TXN003213, ACC502, DEBIT, 12527.99, Delhi, DEV22
1772174625, TXN003214, ACC603, DEBIT, 28410.65, Jaipur, DEV11
1772173901, TXN003215, ACC605, DEBIT, 18682.96, Lucknow, DEV13
1772173683, TXN003216, ACC602, DEBIT, 11431.28, Hyderabad, DEV25
1772173755, TXN003217, ACC503, CREDIT, 11538.34, Chennai, DEV23
1772172595, TXN003218, ACC603, DEBIT, 16932.17, Pune, DEV25
1772173869, TXN003219, ACC501, CREDIT, 11071.27, Kolkata, DEV23
1772172244, TXN003220, ACC601, CREDIT, 7468.88, Chennai, DEV23
1772175158, TXN003221, ACC502, DEBIT, 6318.3, Kolkata, DEV11
1772174545, TXN003222, ACC504, DEBIT, 3106.35, Pune, DEV23
1772171892, TXN003223, ACC501, CREDIT, 21219.96, Mumbai, DEV14
1772172491, TXN003224, ACC602, CREDIT, 5998.91, Kolkata, DEV14
1772171730, TXN003225, ACC603, CREDIT, 29790.06, Delhi, DEV11
1772175208, TXN003226, ACC604, CREDIT, 17691.19, Kolkata, DEV11
1772174509, TXN003227, ACC502, DEBIT, 3331.99, Pune, DEV21
1772174844, TXN003228, ACC604, CREDIT, 14671.88, Lucknow, DEV14
1772172698, TXN003229, ACC603, CREDIT, 1113.45, Pune, DEV22
1772174256, TXN003230, ACC601, DEBIT, 10640.69, Hyderabad, DEV13
1772171921, TXN003231, ACC602, CREDIT, 9615.24, Kolkata, DEV22
1772173460, TXN003232, ACC605, CREDIT, 23204.45, Bangalore, DEV14
1772171832, TXN003233, ACC603, CREDIT, 27523.16, Kolkata, DEV14
1772172543, TXN003234, ACC601, CREDIT, 3451.19, Mumbai, DEV22
1772172965, TXN003235, ACC504, DEBIT, 8997.65, Bangalore, DEV21
1772172251, TXN003236, ACC505, DEBIT, 14301.55, Mumbai, DEV13
1772173610, TXN003237, ACC503, CREDIT, 22625.35, Mumbai, DEV22
1772172524, TXN003238, ACC604, CREDIT, 24849.68, Mumbai, DEV24
1772173347, TXN003239, ACC504, DEBIT, 17743.6, Lucknow, DEV21
1772172527, TXN003240, ACC505, DEBIT, 14693.76, Jaipur, DEV14
1772171773, TXN003241, ACC605, DEBIT, 8541.44, Kolkata, DEV25
1772174215, TXN003242, ACC603, CREDIT, 11307.6, Bangalore, DEV10
1772174606, TXN003243, ACC602, DEBIT, 1632.94, Kolkata, DEV13
1772171891, TXN003244, ACC601, DEBIT, 2689.78, Pune, DEV14
1772172794, TXN003245, ACC602, DEBIT, 620.51, Bangalore, DEV14
1772173898, TXN003246, ACC501, CREDIT, 2327.34, Jaipur, DEV22
1772172211, TXN003247, ACC503, DEBIT, 27263.09, Hyderabad, DEV23
1772173504, TXN003248, ACC504, CREDIT, 16444.52, Hyderabad, DEV22
1772171832, TXN003249, ACC604, DEBIT, 24918.6, Mumbai, DEV23
1772174572, TXN003250, ACC601, CREDIT, 20448.69, Jaipur, DEV21
1772171700, TXN003251, ACC503, DEBIT, 23971.12, Pune, DEV12
1772173391, TXN003252, ACC503, DEBIT, 3871.92, Mumbai, DEV14
1772173676, TXN003253, ACC504, CREDIT, 21975.85, Chennai, DEV23
1772173952, TXN003254, ACC603, DEBIT, 5831.74, Lucknow, DEV23
1772175197, TXN003255, ACC604, CREDIT, 1308, Ahmedabad, DEV10
1772172447, TXN003256, ACC602, CREDIT, 27627.37, Pune, DEV24
1772172404, TXN003257, ACC503, DEBIT, 14743.52, Lucknow, DEV22
1772173519, TXN003258, ACC601, DEBIT, 3102.57, Pune, DEV25
1772173277, TXN003259, ACC501, CREDIT, 28147.71, Pune, DEV11
1772174149, TXN003260, ACC503, DEBIT, 19820.83, Jaipur, DEV21
1772171943, TXN003261, ACC505, DEBIT, 17281.91, Hyderabad, DEV25
1772173275, TXN003262, ACC603, CREDIT, 22285.1, Kolkata, DEV14
1772174550, TXN003263, ACC605, DEBIT, 25607.83, Kolkata, DEV14
1772173447, TXN003264, ACC501, CREDIT, 23228.37, Kolkata, DEV22
1772173093, TXN003265, ACC501, DEBIT, 14427.73, Ahmedabad, DEV23
1772171963, TXN003266, ACC603, CREDIT, 21694.11, Lucknow, DEV12
1772171872, TXN003267, ACC601, DEBIT, 15131.86, Chennai, DEV11
1772173593, TXN003268, ACC605, DEBIT, 27085.17, Hyderabad, DEV25
1772172866, TXN003269, ACC502, DEBIT, 7506.83, Mumbai, DEV25
1772171865, TXN003270, ACC505, CREDIT, 4986.99, Jaipur, DEV22
1772174487, TXN003271, ACC603, DEBIT, 26326.07, Pune, DEV10
1772174594, TXN003272, ACC601, DEBIT, 20754.53, Hyderabad, DEV24
1772173444, TXN003273, ACC504, DEBIT, 19165.35, Pune, DEV10
1772172664, TXN003274, ACC505, DEBIT, 28194.17, Ahmedabad, DEV24
1772173032, TXN003275, ACC502, DEBIT, 3753.17, Pune, DEV22
1772174902, TXN003276, ACC505, DEBIT, 22961.1, Lucknow, DEV11
1772174737, TXN003277, ACC505, DEBIT, 24040.96, Pune, DEV22
1772173358, TXN003278, ACC505, DEBIT, 19429.89, Ahmedabad, DEV14
1772173868, TXN003279, ACC605, DEBIT, 3163.51, Chennai, DEV11
1772173007, TXN003280, ACC605, CREDIT, 8600.32, Chennai, DEV23
1772172258, TXN003281, ACC502, CREDIT, 1522.04, Chennai, DEV13
1772174287, TXN003282, ACC504, DEBIT, 19187.31, Mumbai, DEV24
1772171671, TXN003283, ACC602, DEBIT, 28908.64, Hyderabad, DEV25
1772172249, TXN003284, ACC605, DEBIT, 7970.23, Pune, DEV10
1772174253, TXN003285, ACC603, CREDIT, 13501.06, Mumbai, DEV24
1772173254, TXN003286, ACC502, DEBIT, 28831.52, Ahmedabad, DEV13
1772173303, TXN003287, ACC502, CREDIT, 5858.84, Hyderabad, DEV23
1772173769, TXN003288, ACC603, DEBIT, 21877.06, Ahmedabad, DEV23
1772174086, TXN003289, ACC504, CREDIT, 22276.97, Hyderabad, DEV13
1772174000, TXN003290, ACC502, CREDIT, 8207.93, Mumbai, DEV10
1772171682, TXN003291, ACC604, DEBIT, 3325.77, Hyderabad, DEV22
1772174788, TXN003292, ACC602, CREDIT, 7849.47, Bangalore, DEV14
1772173333, TXN003293, ACC505, DEBIT, 9992.98, Chennai, DEV14
1772173565, TXN003294, ACC605, DEBIT, 13364.43, Kolkata, DEV13
1772175062, TXN003295, ACC501, CREDIT, 10801.59, Pune, DEV10
1772174770, TXN003296, ACC504, CREDIT, 24492.56, Kolkata, DEV12
1772174129, TXN003297, ACC605, CREDIT, 16133.33, Chennai, DEV22
1772173445, TXN003298, ACC503, CREDIT, 3579.96, Jaipur, DEV12
1772173188, TXN003299, ACC503, CREDIT, 19262.78, Pune, DEV23
1772174229, TXN003300, ACC602, CREDIT, 10669.9, Pune, DEV10
1772173419, TXN003301, ACC604, CREDIT, 5044.19, Lucknow, DEV24
1772174030, TXN003302, ACC503, CREDIT, 15446.95, Ahmedabad, DEV21
1772175245, TXN003303, ACC605, CREDIT, 29724.9, Mumbai, DEV10
1772173722, TXN003304, ACC603, CREDIT, 15053.38, Delhi, DEV21
1772174222, TXN003305, ACC502, CREDIT, 1190.77, Jaipur, DEV25
1772172029, TXN003306, ACC602, DEBIT, 2014.25, Chennai, DEV25
1772173674, TXN003307, ACC602, CREDIT, 19978.03, Pune, DEV23
1772173017, TXN003308, ACC605, CREDIT, 19741.85, Hyderabad, DEV11
1772173677, TXN003309, ACC602, DEBIT, 29283.03, Jaipur, DEV23
1772172172, TXN003310, ACC605, DEBIT, 15537.02, Bangalore, DEV14
1772172803, TXN003311, ACC602, DEBIT, 4341.97, Ahmedabad, DEV23
1772172322, TXN003312, ACC501, DEBIT, 6241.18, Ahmedabad, DEV10
1772172995, TXN003313, ACC604, DEBIT, 20772.5, Delhi, DEV21
1772171751, TXN003314, ACC601, DEBIT, 24946.89, Chennai, DEV11
1772172181, TXN003315, ACC504, CREDIT, 4871.17, Delhi, DEV13
1772174565, TXN003316, ACC501, DEBIT, 26976.21, Hyderabad, DEV11
1772174953, TXN003317, ACC602, CREDIT, 22941.57, Kolkata, DEV13
1772174786, TXN003318, ACC601, DEBIT, 19024.58, Bangalore, DEV22
1772174669, TXN003319, ACC601, DEBIT, 17835.32, Jaipur, DEV21
1772172245, TXN003320, ACC502, CREDIT, 917.98, Chennai, DEV25
1772175225, TXN003321, ACC604, DEBIT, 11733.45, Delhi, DEV22
1772174265, TXN003322, ACC503, CREDIT, 13877.15, Hyderabad, DEV12
1772172183, TXN003323, ACC602, DEBIT, 26005.46, Pune, DEV21
1772173746, TXN003324, ACC505, CREDIT, 7666.1, Mumbai, DEV21
1772172664, TXN003325, ACC503, CREDIT, 8200.18, Pune, DEV24
1772173747, TXN003326, ACC605, DEBIT, 3942.33, Delhi, DEV21
1772173697, TXN003327, ACC503, CREDIT, 2842.12, Chennai, DEV24
1772172126, TXN003328, ACC601, DEBIT, 23072.31, Lucknow, DEV14
1772175052, TXN003329, ACC601, DEBIT, 3330.68, Jaipur, DEV14
1772175186, TXN003330, ACC505, DEBIT, 29399.04, Chennai, DEV25
1772174310, TXN003331, ACC604, CREDIT, 19463.65, Chennai, DEV12
1772172821, TXN003332, ACC602, DEBIT, 2834.17, Chennai, DEV21
1772173481, TXN003333, ACC603, DEBIT, 28061.75, Kolkata, DEV25
1772172632, TXN003334, ACC604, CREDIT, 11372.74, Jaipur, DEV24
1772173277, TXN003335, ACC502, CREDIT, 26471.91, Pune, DEV10
1772174531, TXN003336, ACC602, DEBIT, 4230.99, Jaipur, DEV13
1772174332, TXN003337, ACC605, DEBIT, 24138.23, Lucknow, DEV13
1772173077, TXN003338, ACC505, CREDIT, 18983.23, Kolkata, DEV23
1772173794, TXN003339, ACC501, CREDIT, 15060.68, Mumbai, DEV13
1772172163, TXN003340, ACC604, CREDIT, 16358.56, Jaipur, DEV25
1772175153, TXN003341, ACC503, CREDIT, 12402.58, Mumbai, DEV14
1772172303, TXN003342, ACC502, DEBIT, 15108.39, Kolkata, DEV13
1772175182, TXN003343, ACC605, DEBIT, 16133.54, Ahmedabad, DEV10
1772174571, TXN003344, ACC603, DEBIT, 15744.85, Delhi, DEV10
1772174466, TXN003345, ACC505, DEBIT, 8580.8, Lucknow, DEV14
1772172495, TXN003346, ACC603, DEBIT, 24492.78, Delhi, DEV14
1772174140, TXN003347, ACC605, CREDIT, 25000.56, Ahmedabad, DEV11
1772171716, TXN003348, ACC503, DEBIT, 22546.58, Jaipur, DEV21
1772174250, TXN003349, ACC502, DEBIT, 2216.83, Chennai, DEV13
1772172889, TXN003350, ACC605, CREDIT, 10056.13, Jaipur, DEV21
1772173247, TXN003351, ACC603, DEBIT, 13689.17, Jaipur, DEV13
1772172970, TXN003352, ACC601, DEBIT, 18096.86, Kolkata, DEV25
1772174599, TXN003353, ACC602, DEBIT, 6949.84, Delhi, DEV13
1772174152, TXN003354, ACC502, CREDIT, 4448.86, Lucknow, DEV12
1772174918, TXN003355, ACC604, DEBIT, 13594.65, Pune, DEV10
1772175029, TXN003356, ACC502, CREDIT, 23928.6, Delhi, DEV13
1772174995, TXN003357, ACC602, DEBIT, 25933.44, Mumbai, DEV13
1772172242, TXN003358, ACC603, CREDIT, 15730.83, Ahmedabad, DEV23
1772174835, TXN003359, ACC605, CREDIT, 16352.78, Jaipur, DEV22
1772172857, TXN003360, ACC503, DEBIT, 8877.84, Mumbai, DEV23
1772174643, TXN003361, ACC504, DEBIT, 7789.49, Kolkata, DEV11
1772173075, TXN003362, ACC505, DEBIT, 10704.42, Lucknow, DEV13
1772172155, TXN003363, ACC504, DEBIT, 28579.49, Lucknow, DEV11
1772172982, TXN003364, ACC502, DEBIT, 3319.29, Chennai, DEV11
1772173586, TXN003365, ACC503, DEBIT, 15238.32, Bangalore, DEV22
1772174194, TXN003366, ACC502, CREDIT, 28450.56, Bangalore, DEV23
1772172900, TXN003367, ACC501, DEBIT, 4086.97, Ahmedabad, DEV21
1772173696, TXN003368, ACC505, CREDIT, 17824.76, Kolkata, DEV21
1772173738, TXN003369, ACC502, DEBIT, 9313.05, Delhi, DEV11
1772175141, TXN003370, ACC603, CREDIT, 22644.4, Delhi, DEV14
1772171792, TXN003371, ACC603, CREDIT, 8617.65, Chennai, DEV14
1772171930, TXN003372, ACC504, CREDIT, 1382.24, Ahmedabad, DEV10
1772172403, TXN003373, ACC604, CREDIT, 21207.7, Ahmedabad, DEV11
1772173677, TXN003374, ACC605, DEBIT, 26131.32, Ahmedabad, DEV22
1772172828, TXN003375, ACC601, CREDIT, 25010.57, Ahmedabad, DEV25
1772174577, TXN003376, ACC605, DEBIT, 20037.17, Hyderabad, DEV25
1772174312, TXN003377, ACC502, DEBIT, 5489.84, Jaipur, DEV12
1772174550, TXN003378, ACC601, CREDIT, 16706.06, Hyderabad, DEV11
1772173621, TXN003379, ACC603, CREDIT, 19167.32, Delhi, DEV14
1772175101, TXN003380, ACC505, DEBIT, 4156.35, Pune, DEV21
1772173414, TXN003381, ACC502, DEBIT, 26093.02, Kolkata, DEV25
1772173818, TXN003382, ACC503, DEBIT, 13023.44, Chennai, DEV10
1772174849, TXN003383, ACC503, CREDIT, 16247.09, Hyderabad, DEV22
1772173270, TXN003384, ACC502, DEBIT, 2041.22, Pune, DEV12
1772173901, TXN003385, ACC504, DEBIT, 2643.27, Mumbai, DEV24
1772171675, TXN003386, ACC503, CREDIT, 11806.86, Lucknow, DEV22
1772174004, TXN003387, ACC604, CREDIT, 21914.92, Chennai, DEV21
1772172281, TXN003388, ACC505, CREDIT, 16887.87, Chennai, DEV23
1772172119, TXN003389, ACC504, DEBIT, 28515.72, Kolkata, DEV11
1772173412, TXN003390, ACC503, DEBIT, 25249.88, Pune, DEV14
1772174396, TXN003391, ACC603, DEBIT, 7780.87, Delhi, DEV12
1772173180, TXN003392, ACC503, CREDIT, 29770.69, Kolkata, DEV11
1772172272, TXN003393, ACC604, DEBIT, 29726, Pune, DEV25
1772174275, TXN003394, ACC604, CREDIT, 21207.92, Jaipur, DEV21
1772173398, TXN003395, ACC604, DEBIT, 16295.98, Delhi, DEV10
1772174154, TXN003396, ACC502, CREDIT, 22714.31, Kolkata, DEV21
1772173558, TXN003397, ACC604, DEBIT, 10605.3, Chennai, DEV10
1772171725, TXN003398, ACC501, CREDIT, 5972.22, Chennai, DEV22
1772172660, TXN003399, ACC601, CREDIT, 15021.22, Delhi, DEV23
1772175205, TXN003400, ACC503, CREDIT, 6680.81, Delhi, DEV14
1772172053, TXN003401, ACC504, DEBIT, 23668.34, Mumbai, DEV10
1772173313, TXN003402, ACC602, DEBIT, 6174.81, Delhi, DEV25
1772173870, TXN003403, ACC602, CREDIT, 20445.22, Hyderabad, DEV21
1772172771, TXN003404, ACC604, CREDIT, 19257.15, Lucknow, DEV25
1772172908, TXN003405, ACC605, CREDIT, 17762.19, Hyderabad, DEV10
1772173898, TXN003406, ACC501, CREDIT, 30157.32, Mumbai, DEV11
1772172822, TXN003407, ACC501, DEBIT, 9700.17, Kolkata, DEV22
1772171934, TXN003408, ACC504, DEBIT, 3136.86, Delhi, DEV25
1772175211, TXN003409, ACC505, DEBIT, 28643.12, Pune, DEV14
